Age,Gender,Subscription_Length,Region,Payment_Method,Support_Tickets_Raised,Satisfaction_Score,Discount_Offered,Last_Activity,Monthly_Spend,Churned
56.0,Male,52,West,PayPal,3,8.0,15.66,215,60.52,0
45.0,Female,2,North,PayPal,2,3.0,18.22,322,34.77,1
37.0,Male,56,West,PayPal,2,6.0,10.9,176,53.65,0
44.0,Female,53,North,Debit Card,2,4.0,17.7,320,51.21,1
19.0,Female,59,South,PayPal,4,7.0,15.86,5,58.75,0
46.0,Female,22,East,Credit Card,2,10.0,18.58,116,59.0,0
20.0,Female,13,East,PayPal,2,1.0,9.5,37,28.52,1
33.0,Male,8,South,Debit Card,2,2.0,12.95,54,32.74,1
47.0,Female,59,South,Credit Card,2,4.0,14.48,288,51.85,0
57.0,Female,1,North,Credit Card,2,6.0,7.46,284,36.93,0
19.0,Male,17,South,Credit Card,3,4.0,5.8,86,33.71,0
34.0,Male,12,East,Credit Card,1,6.0,18.02,45,47.51,0
58.0,Female,4,North,Debit Card,3,2.0,13.03,284,29.74,1
29.0,Male,53,South,Credit Card,3,9.0,13.56,321,60.18,1
60.0,Female,31,North,Credit Card,2,7.0,16.32,42,50.48,0
18.0,Male,41,West,Debit Card,3,1.0,7.18,272,35.69,1
62.0,Female,59,North,Debit Card,2,8.0,14.21,141,64.45,0
32.0,Female,7,North,Credit Card,3,4.0,12.04,59,32.34,0
43.0,Male,23,South,Debit Card,1,5.0,18.45,240,46.0,0
54.0,Male,24,East,PayPal,1,7.0,12.79,47,50.06,0
38.0,Male,5,East,Credit Card,2,3.0,19.14,167,36.15,1
42.0,Male,30,North,Credit Card,3,8.0,18.13,299,54.79,0
55.0,Male,25,North,Credit Card,1,2.0,10.64,259,37.93,1
45.0,Male,19,West,PayPal,2,3.0,16.59,76,37.8,1
38.0,Female,16,South,Debit Card,2,2.0,13.71,7,34.24,1
60.0,Male,21,North,Credit Card,3,1.0,11.02,186,31.3,1
35.0,Female,2,North,Debit Card,1,5.0,14.54,276,38.48,0
53.0,Male,10,South,Debit Card,2,6.0,16.0,79,44.38,0
52.0,Male,16,North,Debit Card,1,7.0,5.34,65,44.47,0
62.0,Male,37,North,Debit Card,3,10.0,6.35,115,56.91,0
47.0,Male,13,North,PayPal,6,7.0,11.4,98,39.26,1
61.0,Male,32,North,Credit Card,2,2.0,17.05,305,39.43,1
51.0,Male,45,West,Credit Card,1,2.0,10.27,217,42.65,1
49.0,Female,47,West,PayPal,2,6.0,5.26,74,48.93,0
20.0,Female,8,North,Credit Card,0,8.0,19.95,134,53.5,0
45.0,Male,43,North,Debit Card,3,5.0,10.24,262,48.29,0
61.0,Female,18,West,Credit Card,2,5.0,19.42,284,43.97,0
32.0,Male,56,East,PayPal,4,10.0,6.52,102,60.05,0
58.0,Male,36,East,Debit Card,3,1.0,7.6,206,33.07,1
40.0,Male,26,East,PayPal,3,4.0,15.86,141,42.44,0
57.0,Female,10,East,Debit Card,1,1.0,12.52,13,28.29,1
28.0,Female,31,South,PayPal,1,10.0,16.48,249,59.88,0
65.0,Female,33,West,Debit Card,5,5.0,17.95,123,45.26,1
53.0,Male,5,West,Credit Card,1,1.0,15.24,80,30.5,1
50.0,Male,13,East,Debit Card,3,3.0,14.11,167,35.53,1
56.0,Female,23,South,Credit Card,6,6.0,11.45,207,41.7,1
51.0,Male,40,West,Credit Card,1,10.0,5.78,151,60.18,0
45.0,Female,3,North,Debit Card,4,1.0,13.61,37,24.64,1
54.0,Female,3,North,Debit Card,1,10.0,19.38,264,55.27,0
24.0,Female,7,East,Credit Card,2,3.0,5.22,342,30.32,1
21.0,Female,36,East,PayPal,1,5.0,8.6,5,48.9,0
54.0,Female,35,West,Credit Card,4,5.0,9.74,226,42.27,0
18.0,Male,15,South,Debit Card,0,2.0,16.49,27,37.63,1
18.0,Female,40,North,Debit Card,1,3.0,9.85,124,42.19,1
64.0,Female,3,East,PayPal,2,9.0,8.59,299,44.32,0
36.0,Female,30,East,Debit Card,1,1.0,5.7,237,33.36,1
46.0,Female,39,West,Credit Card,0,2.0,7.56,311,41.02,1
27.0,Male,18,East,Debit Card,2,8.0,11.12,317,49.08,1
45.0,Male,43,North,Credit Card,3,4.0,10.21,102,44.16,0
64.0,Male,40,West,Debit Card,1,9.0,16.97,82,61.73,0
48.0,Male,1,South,Debit Card,1,6.0,11.21,146,39.9,0
44.0,Female,29,North,Credit Card,4,2.0,13.79,193,36.51,1
28.0,Male,10,East,PayPal,0,3.0,7.45,224,34.83,1
66.0,Female,28,North,Credit Card,2,9.0,6.05,53,53.08,0
66.0,Female,57,North,Credit Card,0,7.0,18.2,345,62.73,1
55.0,Male,31,West,Debit Card,1,6.0,9.97,85,47.85,0
22.0,Female,19,South,Debit Card,1,5.0,10.26,129,41.24,0
25.0,Female,3,South,Debit Card,2,3.0,18.17,211,36.36,1
65.0,Female,43,North,Debit Card,1,1.0,16.34,264,43.53,1
69.0,Male,15,West,PayPal,2,5.0,15.23,183,43.67,0
29.0,Female,33,North,Credit Card,1,7.0,6.59,272,49.91,0
55.0,Female,41,West,PayPal,0,2.0,19.37,227,47.28,1
18.0,Male,43,South,Credit Card,2,8.0,18.64,322,59.86,1
21.0,Female,45,West,PayPal,3,6.0,17.06,93,52.99,0
66.0,Female,26,North,Credit Card,2,10.0,11.14,330,55.82,1
62.0,Male,16,South,Debit Card,3,3.0,15.26,190,38.15,1
67.0,Female,36,East,Debit Card,0,2.0,7.48,86,38.5,1
22.0,Female,33,West,PayPal,3,8.0,13.08,354,53.04,1
47.0,Female,20,South,PayPal,0,4.0,6.9,277,40.16,0
41.0,Female,13,South,PayPal,2,7.0,13.04,293,45.24,0
20.0,Male,33,South,Debit Card,0,7.0,8.65,261,52.14,0
28.0,Male,5,East,Credit Card,2,10.0,11.79,198,48.49,0
62.0,Male,37,East,Credit Card,2,9.0,15.02,323,60.04,1
21.0,Male,14,East,PayPal,5,10.0,18.16,10,53.41,1
43.0,Male,27,North,Credit Card,1,8.0,7.48,88,50.54,0
44.0,Male,23,West,Debit Card,3,8.0,18.4,340,51.62,1
60.0,Male,40,East,Debit Card,0,10.0,17.66,37,64.68,0
44.0,Female,4,West,PayPal,2,5.0,12.69,223,36.64,0
59.0,Female,39,North,Credit Card,4,9.0,17.93,175,58.31,0
68.0,Female,52,North,Debit Card,0,7.0,14.94,209,62.09,0
67.0,Male,19,North,PayPal,0,3.0,12.63,49,40.16,1
23.0,Female,47,East,PayPal,1,6.0,9.69,24,52.1,0
32.0,Male,54,South,PayPal,2,3.0,19.53,338,49.38,1
47.0,Female,4,West,PayPal,2,6.0,17.01,106,42.35,0
54.0,Male,19,West,Debit Card,1,9.0,7.5,263,50.68,0
59.0,Female,31,North,Debit Card,2,6.0,19.85,169,51.69,0
54.0,Female,9,North,PayPal,4,3.0,9.18,158,27.71,1
52.0,Female,53,South,Credit Card,1,7.0,18.74,241,61.16,0
40.0,Male,13,South,PayPal,3,4.0,6.88,123,34.19,0
23.0,Female,14,West,Debit Card,1,5.0,19.28,20,45.53,0
21.0,Female,55,South,PayPal,3,10.0,16.18,56,65.81,0
35.0,Male,46,South,Credit Card,1,6.0,10.2,280,52.36,0
26.0,Female,54,West,Credit Card,1,8.0,9.57,108,57.79,0
46.0,Female,48,South,Debit Card,3,4.0,13.9,91,47.41,0
64.0,Male,37,North,Credit Card,2,6.0,16.49,329,52.44,1
69.0,Female,23,South,Credit Card,2,4.0,13.11,210,42.3,0
34.0,Male,27,North,Credit Card,1,5.0,18.91,176,47.9,0
49.0,Female,26,East,Credit Card,4,8.0,17.75,284,51.3,0
65.0,Female,2,West,Debit Card,0,4.0,17.61,3,38.67,0
21.0,Female,13,East,Credit Card,2,7.0,6.01,164,43.45,0
22.0,Female,51,West,PayPal,4,8.0,13.76,9,57.53,0
54.0,Male,50,North,PayPal,4,9.0,12.03,12,60.69,0
58.0,Male,19,South,Credit Card,1,10.0,12.36,74,55.68,0
66.0,Male,1,North,Debit Card,3,8.0,11.9,238,41.48,0
30.0,Male,40,North,Credit Card,2,4.0,17.56,300,47.57,0
62.0,Female,22,West,Credit Card,0,10.0,11.94,13,56.44,0
39.0,Female,48,West,PayPal,2,5.0,8.01,234,49.06,0
40.0,Female,29,South,Credit Card,2,3.0,8.78,245,37.83,1
68.0,Male,2,South,Credit Card,4,2.0,14.91,321,27.33,1
20.0,Female,40,East,Debit Card,0,2.0,6.75,92,41.76,1
51.0,Female,48,North,PayPal,6,8.0,12.92,198,52.83,1
62.0,Male,11,West,Debit Card,3,9.0,6.9,131,45.14,0
68.0,Female,17,North,Credit Card,1,5.0,17.95,153,47.59,0
66.0,Female,55,North,Debit Card,3,10.0,17.69,121,67.81,0
38.0,Female,51,North,Credit Card,1,1.0,10.22,108,41.12,1
63.0,Male,43,North,Debit Card,3,8.0,10.22,16,53.93,0
61.0,Male,8,West,Debit Card,2,3.0,19.05,299,35.01,1
38.0,Female,22,North,PayPal,4,9.0,5.39,56,47.13,0
61.0,Female,4,South,Debit Card,2,1.0,13.7,103,27.4,1
28.0,Female,11,East,Credit Card,2,3.0,13.96,208,35.47,1
56.0,Male,8,West,Debit Card,1,1.0,16.82,151,30.14,1
21.0,Female,9,South,Debit Card,0,1.0,19.28,262,34.81,1
68.0,Female,26,South,Credit Card,1,6.0,10.34,43,48.47,0
18.0,Female,2,South,PayPal,3,4.0,11.57,300,32.84,0
45.0,Male,16,East,Credit Card,1,10.0,15.07,118,55.36,0
41.0,Female,31,East,Credit Card,3,4.0,19.51,336,45.43,1
52.0,Female,6,East,Credit Card,2,5.0,18.36,279,41.02,0
30.0,Male,53,South,Debit Card,2,3.0,15.01,144,50.7,1
28.0,Male,59,East,Credit Card,3,8.0,10.66,229,59.45,0
53.0,Female,19,West,PayPal,0,7.0,5.2,265,46.0,0
68.0,Male,28,South,Debit Card,1,10.0,7.66,137,56.59,0
52.0,Female,14,North,Debit Card,2,2.0,18.28,186,37.9,1
35.0,Female,24,East,Debit Card,1,9.0,14.49,315,55.15,1
57.0,Female,48,East,Credit Card,5,8.0,14.96,151,55.19,1
39.0,Male,44,West,Credit Card,3,4.0,6.56,325,41.03,1
41.0,Female,37,North,PayPal,2,5.0,14.97,291,49.35,0
36.0,Female,56,West,Debit Card,2,10.0,11.82,353,64.42,1
54.0,Female,26,West,Debit Card,1,6.0,14.77,110,49.88,0
56.0,Female,31,South,Credit Card,1,4.0,9.89,40,42.55,0
38.0,Female,56,South,PayPal,1,2.0,13.72,142,49.19,1
34.0,Male,41,East,PayPal,1,9.0,10.94,80,59.6,0
54.0,Female,2,West,Credit Card,3,3.0,10.61,233,28.69,1
53.0,Female,25,East,Debit Card,2,6.0,16.05,351,48.66,1
36.0,Female,52,East,Debit Card,2,9.0,15.6,39,63.63,0
44.0,Female,44,South,PayPal,0,4.0,18.63,227,50.68,0
51.0,Female,2,South,Debit Card,0,6.0,14.48,340,44.4,1
28.0,Male,42,South,Debit Card,1,3.0,9.72,121,43.41,1
62.0,Male,1,South,Credit Card,3,9.0,16.75,65,49.06,0
64.0,Male,36,North,PayPal,3,7.0,12.45,296,50.86,0
29.0,Female,57,South,PayPal,2,7.0,7.9,205,57.13,0
38.0,Male,12,North,PayPal,2,4.0,16.21,135,38.45,0
28.0,Female,9,South,Credit Card,1,6.0,6.99,45,40.21,0
56.0,Female,36,East,PayPal,3,8.0,7.67,278,51.18,0
45.0,Female,41,West,Debit Card,2,6.0,16.38,135,52.77,0
34.0,Male,38,East,Debit Card,1,4.0,16.86,229,45.56,0
37.0,Male,33,North,PayPal,2,8.0,9.4,356,51.35,1
58.0,Female,42,South,PayPal,5,10.0,18.0,68,61.3,1
29.0,Female,22,West,PayPal,2,9.0,17.51,67,54.27,0
23.0,Male,25,South,PayPal,2,6.0,15.63,3,46.48,0
34.0,Male,18,North,Credit Card,5,2.0,13.69,58,31.45,1
68.0,Female,6,North,Debit Card,0,4.0,6.64,256,34.23,0
43.0,Male,52,West,PayPal,1,8.0,15.36,265,62.81,0
65.0,Male,16,North,Debit Card,0,5.0,9.69,16,42.35,0
61.0,Male,15,North,Credit Card,3,4.0,16.04,268,39.22,0
61.0,Female,48,West,PayPal,1,8.0,13.26,102,59.07,0
49.0,Male,13,East,Debit Card,1,2.0,10.51,222,33.67,1
23.0,Male,55,West,Debit Card,2,4.0,6.75,21,48.39,0
53.0,Female,43,South,Credit Card,1,1.0,8.25,21,39.03,1
55.0,Male,57,West,Debit Card,5,1.0,16.53,92,41.39,1
28.0,Female,7,West,Debit Card,1,5.0,9.07,284,37.54,0
50.0,Female,17,North,PayPal,5,1.0,5.03,133,23.18,1
41.0,Female,50,East,Credit Card,0,4.0,19.96,327,55.75,1
40.0,Female,32,North,PayPal,2,8.0,8.16,329,49.32,1
44.0,Female,55,North,PayPal,2,2.0,18.9,213,46.55,1
28.0,Male,51,South,Debit Card,1,3.0,14.0,148,46.46,1
68.0,Female,57,North,Credit Card,2,3.0,16.99,232,52.05,1
67.0,Female,13,North,Credit Card,2,1.0,19.65,165,34.61,1
34.0,Male,47,South,Credit Card,1,3.0,17.91,314,48.16,1
68.0,Female,23,South,Credit Card,2,8.0,13.37,145,51.08,0
31.0,Male,54,West,Debit Card,5,6.0,10.46,298,51.9,1
44.0,Female,29,North,Debit Card,6,5.0,12.24,223,40.62,1
35.0,Male,22,South,Debit Card,2,10.0,17.63,353,60.13,1
45.0,Male,1,South,PayPal,3,9.0,17.8,62,47.99,0
68.0,Female,29,West,Debit Card,2,7.0,17.69,96,51.99,0
64.0,Female,48,East,PayPal,4,6.0,13.96,112,50.5,0
21.0,Female,58,South,Debit Card,2,5.0,9.67,255,53.27,0
24.0,Male,35,North,Debit Card,1,10.0,5.05,113,56.92,0
62.0,Male,55,West,Debit Card,2,9.0,16.47,254,64.48,0
65.0,Female,19,East,Credit Card,1,6.0,9.95,322,45.0,1
26.0,Male,37,West,Debit Card,4,4.0,17.65,32,45.01,0
25.0,Female,7,North,PayPal,2,4.0,5.78,64,31.82,0
69.0,Female,46,South,PayPal,0,4.0,18.91,154,53.0,0
62.0,Male,35,South,Debit Card,3,6.0,5.02,5,44.88,0
34.0,Female,45,West,PayPal,1,1.0,19.09,330,43.56,1
34.0,Male,13,South,Debit Card,4,9.0,11.82,210,46.28,0
66.0,Female,10,North,PayPal,2,2.0,6.53,92,28.38,1
50.0,Male,2,West,Credit Card,4,2.0,15.11,222,28.31,1
49.0,Female,6,South,PayPal,5,5.0,18.44,190,38.88,1
25.0,Male,8,South,Debit Card,2,4.0,11.57,60,34.62,0
36.0,Male,36,East,Credit Card,0,3.0,15.37,205,46.21,1
55.0,Female,25,East,Debit Card,4,5.0,19.69,212,44.77,0
20.0,Female,44,West,PayPal,1,7.0,8.61,258,53.58,0
30.0,Female,40,North,Credit Card,3,2.0,9.43,236,38.2,1
64.0,Female,7,South,PayPal,1,6.0,11.4,363,40.69,1
63.0,Female,46,South,Credit Card,4,4.0,9.23,332,44.5,1
48.0,Male,23,South,Credit Card,3,2.0,11.69,196,34.96,1
33.0,Male,19,West,Credit Card,1,1.0,5.08,332,28.54,1
67.0,Female,46,West,Debit Card,1,8.0,9.55,183,56.18,0
49.0,Female,22,East,Debit Card,4,5.0,11.68,251,40.55,0
39.0,Male,13,South,Credit Card,0,10.0,14.48,224,56.11,0
46.0,Female,21,South,PayPal,2,2.0,14.56,171,35.71,1
39.0,Male,1,South,PayPal,1,8.0,13.76,198,47.04,0
60.0,Female,59,South,Debit Card,1,3.0,9.4,249,48.11,1
27.0,Female,33,North,Credit Card,4,2.0,10.88,277,36.71,1
59.0,Male,4,South,PayPal,1,7.0,8.25,275,41.29,0
38.0,Male,42,North,Debit Card,2,4.0,13.32,161,45.03,0
33.0,Male,3,South,Debit Card,0,10.0,16.23,248,53.61,0
29.0,Male,27,West,Credit Card,2,1.0,5.18,319,30.98,1
19.0,Female,52,West,Debit Card,2,5.0,9.15,188,51.28,0
58.0,Female,41,North,Debit Card,3,4.0,17.37,19,46.86,0
41.0,Male,35,South,Debit Card,1,8.0,12.61,244,57.33,0
64.0,Female,55,South,Debit Card,1,10.0,14.23,344,68.76,1
52.0,Female,57,West,Debit Card,5,10.0,10.13,123,59.69,1
36.0,Male,44,South,PayPal,2,2.0,6.06,238,39.26,1
67.0,Female,23,East,PayPal,3,1.0,8.21,319,29.66,1
43.0,Female,16,West,Credit Card,3,10.0,5.42,74,48.08,0
57.0,Male,5,North,Debit Card,3,5.0,19.35,32,39.24,0
24.0,Female,41,East,Credit Card,2,3.0,16.93,153,46.05,1
47.0,Female,42,West,PayPal,2,10.0,10.18,144,59.92,0
24.0,Female,13,East,PayPal,3,6.0,7.07,15,38.45,0
20.0,Male,47,South,Debit Card,0,4.0,11.98,304,48.1,1
18.0,Male,12,West,PayPal,0,6.0,10.89,274,44.46,0
53.0,Male,5,North,Credit Card,3,5.0,19.58,245,39.11,0
42.0,Female,37,West,Debit Card,1,2.0,19.85,279,43.71,1
54.0,Female,31,North,PayPal,2,4.0,11.16,55,40.92,0
18.0,Female,28,East,PayPal,2,2.0,7.23,42,33.56,1
32.0,Female,28,North,Debit Card,4,5.0,18.66,359,45.93,1
30.0,Male,18,South,Debit Card,1,6.0,12.67,11,46.2,0
57.0,Female,44,South,Credit Card,1,5.0,10.48,311,48.71,1
25.0,Female,27,West,Credit Card,0,2.0,11.72,88,39.17,1
22.0,Female,35,South,PayPal,0,10.0,18.53,227,64.15,0
26.0,Male,26,South,PayPal,0,8.0,7.77,114,52.64,0
18.0,Female,57,West,Debit Card,1,6.0,17.1,25,59.88,0
53.0,Male,39,East,PayPal,0,9.0,5.27,92,56.18,0
52.0,Male,49,South,PayPal,2,3.0,18.81,87,50.25,1
19.0,Male,51,South,Debit Card,1,4.0,12.5,81,50.86,0
57.0,Male,18,West,Credit Card,2,8.0,8.4,250,45.81,0
40.0,Male,33,East,Credit Card,4,7.0,5.04,250,43.45,0
26.0,Female,25,East,Credit Card,1,8.0,13.39,210,51.65,0
63.0,Male,31,West,Debit Card,2,8.0,14.47,99,53.12,0
21.0,Male,59,North,PayPal,4,6.0,6.32,57,49.99,0
47.0,Female,2,South,Debit Card,4,2.0,12.58,63,25.92,1
48.0,Female,33,South,Credit Card,2,7.0,13.47,338,52.61,1
55.0,Male,39,South,Credit Card,3,4.0,11.79,276,44.92,0
28.0,Female,43,North,Debit Card,2,3.0,11.87,213,44.49,1
52.0,Female,43,West,PayPal,0,4.0,13.84,303,50.5,1
25.0,Male,32,South,PayPal,2,4.0,12.9,20,42.85,0
20.0,Male,18,West,Credit Card,2,3.0,6.99,247,34.83,1
31.0,Female,17,South,Debit Card,4,9.0,7.96,6,47.02,0
30.0,Female,34,West,PayPal,3,3.0,7.13,73,37.3,1
62.0,Female,39,West,Debit Card,0,2.0,15.4,107,44.49,1
49.0,Male,7,North,Debit Card,1,1.0,12.93,93,30.93,1
51.0,Male,42,West,Credit Card,2,1.0,11.45,285,38.82,1
62.0,Male,54,East,Debit Card,3,5.0,16.98,356,51.43,1
36.0,Female,53,North,Debit Card,3,5.0,9.89,219,50.64,0
55.0,Female,35,South,Debit Card,2,9.0,13.52,49,58.17,0
33.0,Male,30,North,PayPal,1,4.0,6.12,364,40.48,1
19.0,Female,12,East,Credit Card,1,5.0,16.17,295,43.1,0
57.0,Male,35,East,Credit Card,2,6.0,15.43,288,50.93,0
34.0,Female,11,West,Debit Card,3,10.0,17.04,177,51.24,0
51.0,Male,44,East,Debit Card,1,7.0,18.27,299,58.23,0
59.0,Female,57,East,PayPal,1,9.0,16.37,108,66.22,0
33.0,Female,4,East,Credit Card,0,6.0,17.67,284,44.88,0
55.0,Male,25,East,PayPal,2,1.0,10.18,301,32.16,1
19.0,Male,32,South,PayPal,1,2.0,19.16,306,42.17,1
43.0,Male,20,North,Debit Card,2,9.0,18.72,54,56.37,0
30.0,Male,50,West,PayPal,1,7.0,13.23,307,58.53,1
64.0,Female,31,South,Debit Card,1,7.0,10.5,299,52.21,0
48.0,Male,4,East,Credit Card,1,10.0,17.99,320,55.73,1
56.0,Male,38,South,Debit Card,2,5.0,7.3,246,43.96,0
25.0,Male,47,East,PayPal,0,10.0,5.64,221,61.2,0
40.0,Female,1,West,Debit Card,0,1.0,10.69,170,31.43,1
31.0,Male,3,South,Credit Card,4,3.0,17.11,343,32.77,1
44.0,Male,37,West,PayPal,3,9.0,9.43,214,56.13,0
46.0,Male,22,South,PayPal,3,1.0,18.97,322,35.42,1
56.0,Female,17,North,Credit Card,2,8.0,19.34,69,49.73,0
56.0,Female,14,East,Credit Card,1,6.0,17.24,234,45.84,0
18.0,Male,41,North,PayPal,3,10.0,19.81,15,62.92,0
34.0,Male,35,East,Debit Card,2,5.0,12.96,134,46.69,0
58.0,Female,58,East,Credit Card,2,6.0,13.54,206,57.13,0
47.0,Female,13,West,Credit Card,3,5.0,17.54,24,42.07,0
30.0,Female,35,South,Debit Card,2,9.0,12.39,85,54.17,0
36.0,Female,56,North,Debit Card,3,6.0,14.86,324,57.01,1
42.0,Male,47,West,PayPal,2,4.0,16.26,122,50.42,0
39.0,Female,13,West,PayPal,4,3.0,15.02,300,33.93,1
48.0,Female,51,West,PayPal,0,5.0,16.19,341,56.12,1
34.0,Female,54,East,Credit Card,2,2.0,15.12,179,44.67,1
40.0,Male,16,North,Debit Card,2,3.0,12.21,208,36.67,1
49.0,Female,18,East,PayPal,2,7.0,7.02,166,43.61,0
27.0,Female,7,North,Debit Card,3,1.0,16.78,41,28.58,1
53.0,Female,36,South,Debit Card,0,3.0,19.89,44,48.52,1
69.0,Female,30,West,PayPal,2,7.0,15.06,348,51.03,1
37.0,Male,42,West,PayPal,1,4.0,19.5,272,51.52,0
49.0,Female,41,West,PayPal,1,8.0,14.19,166,58.48,0
31.0,Female,15,South,PayPal,5,1.0,13.39,86,26.49,1
67.0,Female,40,East,PayPal,4,5.0,9.16,137,43.22,0
63.0,Male,43,North,PayPal,1,7.0,11.89,39,54.95,0
69.0,Male,37,West,Debit Card,1,4.0,16.62,87,48.17,0
41.0,Female,2,West,Debit Card,1,8.0,12.54,155,45.51,0
32.0,Female,42,West,Credit Card,3,8.0,12.12,160,54.95,0
39.0,Female,48,West,PayPal,1,9.0,9.53,64,62.35,0
47.0,Male,55,West,Debit Card,0,6.0,13.1,223,58.9,0
30.0,Female,40,North,Debit Card,1,7.0,8.91,346,53.22,1
40.0,Male,41,South,Debit Card,2,5.0,16.36,146,50.65,0
25.0,Female,43,West,Debit Card,1,7.0,10.14,204,54.68,0
35.0,Female,43,North,Debit Card,0,9.0,5.77,67,58.51,0
29.0,Female,55,West,Credit Card,0,4.0,10.16,5,52.39,0
48.0,Male,58,East,Debit Card,0,2.0,14.58,59,48.71,1
31.0,Female,31,East,Credit Card,2,8.0,17.21,76,56.23,0
51.0,Female,16,North,Credit Card,2,7.0,19.43,260,49.78,0
35.0,Female,42,South,PayPal,2,6.0,16.19,248,51.49,0
28.0,Male,44,East,PayPal,1,3.0,9.49,75,42.94,1
58.0,Male,57,South,Debit Card,3,6.0,6.94,356,51.44,1
29.0,Female,6,East,PayPal,2,10.0,14.42,176,51.45,0
32.0,Female,32,South,Debit Card,3,7.0,15.17,136,51.03,0
48.0,Male,44,East,PayPal,1,5.0,8.56,277,48.85,0
66.0,Female,10,South,PayPal,1,3.0,9.85,282,34.98,1
46.0,Male,50,West,Credit Card,2,2.0,9.38,168,41.84,1
43.0,Female,18,East,Credit Card,3,7.0,16.96,30,48.05,0
35.0,Male,4,North,Debit Card,3,4.0,7.57,322,31.29,1
49.0,Male,9,East,Debit Card,2,2.0,14.13,336,31.95,1
39.0,Male,7,East,PayPal,0,8.0,5.77,269,43.31,0
34.0,Male,8,North,Credit Card,3,6.0,5.96,171,37.52,0
40.0,Male,43,North,PayPal,4,4.0,7.64,129,40.99,0
41.0,Male,7,North,Debit Card,2,9.0,6.7,168,45.33,0
58.0,Male,3,West,Debit Card,1,8.0,17.4,322,48.43,1
23.0,Female,17,West,Credit Card,2,3.0,8.39,123,34.68,1
22.0,Female,2,West,Credit Card,3,9.0,6.3,260,42.64,0
61.0,Female,15,North,Debit Card,2,8.0,14.05,226,48.63,0
46.0,Female,46,South,Credit Card,2,8.0,15.31,292,57.92,0
45.0,Male,29,West,PayPal,2,10.0,9.42,352,55.72,1
18.0,Female,48,East,Credit Card,3,1.0,16.64,85,41.74,1
60.0,Female,52,East,PayPal,4,10.0,10.21,218,62.38,0
36.0,Female,22,West,Credit Card,1,9.0,12.88,143,55.29,0
26.0,Male,4,East,PayPal,1,2.0,7.2,90,29.84,1
44.0,Male,57,South,Credit Card,1,1.0,5.35,341,39.04,1
51.0,Female,52,East,PayPal,2,6.0,19.72,268,59.64,0
61.0,Female,6,East,Debit Card,3,1.0,9.5,76,25.72,1
21.0,Female,38,South,Debit Card,2,10.0,9.18,69,59.0,0
53.0,Male,26,East,PayPal,4,10.0,19.6,298,58.7,0
35.0,Male,11,West,Credit Card,2,10.0,15.92,160,53.88,0
32.0,Male,26,South,PayPal,1,7.0,13.78,8,49.92,0
68.0,Male,17,South,Credit Card,4,7.0,15.49,219,46.99,0
30.0,Male,24,North,PayPal,1,1.0,15.65,310,35.56,1
66.0,Male,35,South,Debit Card,5,5.0,6.01,141,39.77,1
23.0,Male,31,South,Credit Card,0,3.0,11.19,29,42.01,1
65.0,Female,13,North,Credit Card,2,2.0,9.43,13,31.22,1
29.0,Male,54,West,Credit Card,2,5.0,6.06,314,49.23,1
54.0,Male,16,East,Credit Card,4,2.0,14.24,343,32.58,1
43.0,Female,18,West,Credit Card,2,1.0,14.59,235,32.41,1
46.0,Female,47,North,Credit Card,4,3.0,13.69,87,43.26,1
50.0,Male,37,West,PayPal,3,4.0,18.03,74,46.0,0
44.0,Male,48,West,Debit Card,2,2.0,16.87,294,44.33,1
42.0,Male,48,East,Debit Card,2,10.0,19.48,69,67.03,0
27.0,Male,49,North,Debit Card,1,5.0,13.96,69,52.52,0
64.0,Female,41,West,PayPal,2,4.0,15.48,223,46.69,0
40.0,Male,27,North,PayPal,5,2.0,17.91,285,36.54,1
38.0,Female,35,East,Debit Card,0,8.0,15.78,263,58.14,0
60.0,Female,52,North,PayPal,3,2.0,12.5,221,45.03,1
54.0,Female,54,South,Credit Card,2,10.0,18.16,164,68.38,0
50.0,Male,35,South,PayPal,4,5.0,16.65,263,46.06,0
28.0,Male,38,East,PayPal,4,9.0,9.72,336,53.09,1
34.0,Male,9,East,PayPal,0,2.0,11.37,74,31.7,1
21.0,Female,12,South,Credit Card,3,6.0,17.58,314,43.16,1
64.0,Female,15,East,PayPal,1,7.0,18.39,90,48.76,0
42.0,Male,21,West,Debit Card,3,6.0,9.27,354,42.96,1
47.0,Female,52,East,PayPal,2,4.0,15.3,296,50.1,0
26.0,Male,35,North,Debit Card,2,1.0,6.17,129,33.96,1
38.0,Male,42,West,Credit Card,2,2.0,11.14,49,41.52,1
37.0,Female,33,South,Credit Card,2,10.0,12.3,86,59.82,0
36.0,Male,51,South,PayPal,0,10.0,16.48,144,68.19,0
36.0,Female,19,East,Credit Card,2,6.0,18.38,135,47.8,0
29.0,Female,55,West,Credit Card,2,8.0,10.06,115,59.47,0
54.0,Female,23,South,PayPal,2,3.0,12.92,277,39.73,1
34.0,Female,44,West,PayPal,2,9.0,9.93,187,59.57,0
54.0,Male,1,West,PayPal,3,4.0,19.78,345,34.93,1
56.0,Female,29,East,Debit Card,1,7.0,9.45,138,50.76,0
45.0,Male,24,East,Debit Card,0,10.0,12.62,52,59.09,0
52.0,Female,25,North,Debit Card,1,3.0,12.72,158,39.69,1
65.0,Male,23,South,Debit Card,1,8.0,6.28,350,46.86,1
31.0,Female,47,East,Debit Card,1,2.0,13.91,342,44.95,1
