Customer_ID,Age,Gender,Subscription_Length,Region,Payment_Method,Support_Tickets_Raised,Satisfaction_Score,Discount_Offered,Last_Activity,Monthly_Spend,Churned
CUST003985,56.0,Female,31,South,Credit Card,1,4.0,9.89,40,42.55,0
CUST003986,38.0,Female,56,South,PayPal,1,2.0,13.72,142,49.19,1
CUST003987,25.0,Male,51,East,Credit Card,0,,11.36,340,52.05,1
CUST003988,45.0,Female,32,East,Debit Card,3,,13.38,13,36.21,1
CUST003989,22.0,Female,50,West,Debit Card,5,,7.21,53,51.01,1
CUST003990,34.0,Male,41,East,PayPal,1,9.0,10.94,80,59.6,0
CUST003991,54.0,Female,2,West,Credit Card,3,3.0,10.61,233,28.69,1
CUST003992,53.0,Female,25,East,Debit Card,2,6.0,16.05,351,48.66,1
CUST003993,36.0,Female,52,East,Debit Card,2,9.0,15.6,39,63.63,0
CUST003994,44.0,Female,44,South,PayPal,0,4.0,18.63,227,50.68,0
CUST003995,51.0,Female,2,South,Debit Card,0,6.0,14.48,340,44.4,1
CUST003996,28.0,Male,42,South,Debit Card,1,3.0,9.72,121,43.41,1
CUST003997,62.0,Male,1,South,Credit Card,3,9.0,16.75,65,49.06,0
CUST003998,64.0,Male,36,North,PayPal,3,7.0,12.45,296,50.86,0
CUST003999,29.0,Female,57,South,PayPal,2,7.0,7.9,205,57.13,0
CUST004000,38.0,Male,12,North,PayPal,2,4.0,16.21,135,38.45,0
CUST004001,28.0,Female,9,South,Credit Card,1,6.0,6.99,45,40.21,0
CUST004002,56.0,Female,36,East,PayPal,3,8.0,7.67,278,51.18,0
CUST004003,45.0,Female,41,West,Debit Card,2,6.0,16.38,135,52.77,0
CUST004004,22.0,Male,28,East,PayPal,1,,16.55,52,49.61,0
CUST004005,34.0,Male,38,East,Debit Card,1,4.0,16.86,229,45.56,0
CUST004006,37.0,Male,33,North,PayPal,2,8.0,9.4,356,51.35,1
CUST004007,58.0,Female,42,South,PayPal,5,10.0,18.0,68,61.3,1
CUST004008,,Male,46,West,Credit Card,2,8.0,15.84,198,57.92,0
CUST004009,29.0,Female,22,West,PayPal,2,9.0,17.51,67,54.27,0
CUST004010,23.0,Male,25,South,PayPal,2,6.0,15.63,3,46.48,0
CUST004011,34.0,Male,18,North,Credit Card,5,2.0,13.69,58,31.45,1
CUST004012,68.0,Female,6,North,Debit Card,0,4.0,6.64,256,34.23,0
CUST004013,36.0,Female,18,North,PayPal,1,,15.66,356,43.25,1
CUST004014,43.0,Male,52,West,PayPal,1,8.0,15.36,265,62.81,0
CUST004015,65.0,Male,16,North,Debit Card,0,5.0,9.69,16,42.35,0
CUST004016,61.0,Male,15,North,Credit Card,3,4.0,16.04,268,39.22,0
CUST004017,61.0,Female,48,West,PayPal,1,8.0,13.26,102,59.07,0
CUST004018,,Female,8,West,Credit Card,3,3.0,13.39,287,32.23,1
CUST004019,49.0,Male,13,East,Debit Card,1,2.0,10.51,222,33.67,1
CUST004020,23.0,Male,55,West,Debit Card,2,4.0,6.75,21,48.39,0
CUST004021,53.0,Female,43,South,Credit Card,1,1.0,8.25,21,39.03,1
CUST004022,55.0,Male,57,West,Debit Card,5,1.0,16.53,92,41.39,1
CUST004023,28.0,Female,7,West,Debit Card,1,5.0,9.07,284,37.54,0
CUST004024,50.0,Female,17,North,PayPal,5,1.0,5.03,133,23.18,1
CUST004025,41.0,Female,50,East,Credit Card,0,4.0,19.96,327,55.75,1
CUST004026,40.0,Female,32,North,PayPal,2,8.0,8.16,329,49.32,1
CUST004027,,Female,22,East,Credit Card,1,,14.83,175,50.61,0
CUST004028,44.0,Female,55,North,PayPal,2,2.0,18.9,213,46.55,1
CUST004029,28.0,Male,51,South,Debit Card,1,3.0,14.0,148,46.46,1
CUST004030,68.0,Female,57,North,Credit Card,2,3.0,16.99,232,52.05,1
CUST004031,67.0,Female,13,North,Credit Card,2,1.0,19.65,165,34.61,1
CUST004032,34.0,Male,47,South,Credit Card,1,3.0,17.91,314,48.16,1
CUST004033,68.0,Female,23,South,Credit Card,2,8.0,13.37,145,51.08,0
CUST004034,31.0,Male,54,West,Debit Card,5,6.0,10.46,298,51.9,1
CUST004035,44.0,Female,29,North,Debit Card,6,5.0,12.24,223,40.62,1
CUST004036,35.0,Male,22,South,Debit Card,2,10.0,17.63,353,60.13,1
CUST004037,45.0,Male,1,South,PayPal,3,9.0,17.8,62,47.99,0
CUST004038,68.0,Female,29,West,Debit Card,2,7.0,17.69,96,51.99,0
CUST004039,64.0,Female,48,East,PayPal,4,6.0,13.96,112,50.5,0
CUST004040,64.0,Female,5,South,PayPal,4,,12.15,87,35.3,0
CUST004041,21.0,Female,58,South,Debit Card,2,5.0,9.67,255,53.27,0
CUST004042,24.0,Male,35,North,Debit Card,1,10.0,5.05,113,56.92,0
CUST004043,62.0,Male,55,West,Debit Card,2,9.0,16.47,254,64.48,0
CUST004044,52.0,Male,10,North,PayPal,2,,9.15,348,51.43,1
CUST004045,65.0,Female,19,East,Credit Card,1,6.0,9.95,322,45.0,1
CUST004046,26.0,Male,37,West,Debit Card,4,4.0,17.65,32,45.01,0
CUST004047,25.0,Female,7,North,PayPal,2,4.0,5.78,64,31.82,0
CUST004048,69.0,Female,46,South,PayPal,0,4.0,18.91,154,53.0,0
CUST004049,62.0,Male,35,South,Debit Card,3,6.0,5.02,5,44.88,0
CUST004050,34.0,Female,45,West,PayPal,1,1.0,19.09,330,43.56,1
CUST004051,34.0,Male,13,South,Debit Card,4,9.0,11.82,210,46.28,0
CUST004052,66.0,Female,10,North,PayPal,2,2.0,6.53,92,28.38,1
CUST004053,50.0,Male,2,West,Credit Card,4,2.0,15.11,222,28.31,1
CUST004054,49.0,Female,6,South,PayPal,5,5.0,18.44,190,38.88,1
CUST004055,25.0,Male,8,South,Debit Card,2,4.0,11.57,60,34.62,0
CUST004056,36.0,Male,36,East,Credit Card,0,3.0,15.37,205,46.21,1
CUST004057,55.0,Female,25,East,Debit Card,4,5.0,19.69,212,44.77,0
CUST004058,20.0,Female,44,West,PayPal,1,7.0,8.61,258,53.58,0
CUST004059,22.0,Male,47,East,Credit Card,3,,17.31,89,65.69,0
CUST004060,30.0,Female,40,North,Credit Card,3,2.0,9.43,236,38.2,1
CUST004061,64.0,Female,7,South,PayPal,1,6.0,11.4,363,40.69,1
CUST004062,63.0,Female,46,South,Credit Card,4,4.0,9.23,332,44.5,1
CUST004063,48.0,Male,23,South,Credit Card,3,2.0,11.69,196,34.96,1
CUST004064,33.0,Male,19,West,Credit Card,1,1.0,5.08,332,28.54,1
CUST004065,67.0,Female,46,West,Debit Card,1,8.0,9.55,183,56.18,0
CUST004066,49.0,Female,22,East,Debit Card,4,5.0,11.68,251,40.55,0
CUST004067,39.0,Male,13,South,Credit Card,0,10.0,14.48,224,56.11,0
CUST004068,46.0,Female,21,South,PayPal,2,2.0,14.56,171,35.71,1
CUST004069,39.0,Male,1,South,PayPal,1,8.0,13.76,198,47.04,0
CUST004070,60.0,Female,59,South,Debit Card,1,3.0,9.4,249,48.11,1
CUST004071,,Female,19,South,PayPal,3,7.0,19.21,181,49.63,0
CUST004072,27.0,Female,33,North,Credit Card,4,2.0,10.88,277,36.71,1
CUST004073,59.0,Male,4,South,PayPal,1,7.0,8.25,275,41.29,0
CUST004074,38.0,Male,42,North,Debit Card,2,4.0,13.32,161,45.03,0
CUST004075,33.0,Male,3,South,Debit Card,0,10.0,16.23,248,53.61,0
CUST004076,29.0,Male,27,West,Credit Card,2,1.0,5.18,319,30.98,1
CUST004077,19.0,Female,52,West,Debit Card,2,5.0,9.15,188,51.28,0
CUST004078,58.0,Female,41,North,Debit Card,3,4.0,17.37,19,46.86,0
CUST004079,41.0,Male,35,South,Debit Card,1,8.0,12.61,244,57.33,0
CUST004080,,Female,28,West,PayPal,1,1.0,11.13,113,33.97,1
CUST004081,,Female,6,West,Debit Card,2,2.0,18.96,278,34.04,1
CUST004082,47.0,Male,6,South,PayPal,0,,6.34,51,37.23,0
CUST004083,64.0,Female,55,South,Debit Card,1,10.0,14.23,344,68.76,1
CUST004084,52.0,Female,57,West,Debit Card,5,10.0,10.13,123,59.69,1
CUST004085,36.0,Male,44,South,PayPal,2,2.0,6.06,238,39.26,1
CUST004086,67.0,Female,23,East,PayPal,3,1.0,8.21,319,29.66,1
CUST004087,,Female,33,South,Credit Card,3,6.0,14.42,62,50.04,0
CUST004088,43.0,Female,16,West,Credit Card,3,10.0,5.42,74,48.08,0
CUST004089,66.0,Male,24,West,PayPal,2,,13.88,245,42.16,0
CUST004090,57.0,Male,5,North,Debit Card,3,5.0,19.35,32,39.24,0
CUST004091,24.0,Female,41,East,Credit Card,2,3.0,16.93,153,46.05,1
CUST004092,47.0,Female,42,West,PayPal,2,10.0,10.18,144,59.92,0
CUST004093,24.0,Female,13,East,PayPal,3,6.0,7.07,15,38.45,0
CUST004094,20.0,Male,47,South,Debit Card,0,4.0,11.98,304,48.1,1
CUST004095,18.0,Male,12,West,PayPal,0,6.0,10.89,274,44.46,0
CUST004096,53.0,Male,5,North,Credit Card,3,5.0,19.58,245,39.11,0
CUST004097,42.0,Female,37,West,Debit Card,1,2.0,19.85,279,43.71,1
CUST004098,54.0,Female,31,North,PayPal,2,4.0,11.16,55,40.92,0
CUST004099,18.0,Female,28,East,PayPal,2,2.0,7.23,42,33.56,1
CUST004100,32.0,Female,28,North,Debit Card,4,5.0,18.66,359,45.93,1
CUST004101,,Female,30,South,Debit Card,2,3.0,16.9,52,43.0,1
CUST004102,30.0,Male,18,South,Debit Card,1,6.0,12.67,11,46.2,0
CUST004103,57.0,Female,44,South,Credit Card,1,5.0,10.48,311,48.71,1
CUST004104,25.0,Female,27,West,Credit Card,0,2.0,11.72,88,39.17,1
CUST004105,22.0,Female,35,South,PayPal,0,10.0,18.53,227,64.15,0
CUST004106,26.0,Male,26,South,PayPal,0,8.0,7.77,114,52.64,0
CUST004107,18.0,Female,57,West,Debit Card,1,6.0,17.1,25,59.88,0
CUST004108,53.0,Male,39,East,PayPal,0,9.0,5.27,92,56.18,0
CUST004109,52.0,Male,49,South,PayPal,2,3.0,18.81,87,50.25,1
CUST004110,19.0,Male,51,South,Debit Card,1,4.0,12.5,81,50.86,0
CUST004111,57.0,Male,18,West,Credit Card,2,8.0,8.4,250,45.81,0
CUST004112,40.0,Male,33,East,Credit Card,4,7.0,5.04,250,43.45,0
CUST004113,26.0,Female,25,East,Credit Card,1,8.0,13.39,210,51.65,0
CUST004114,51.0,Female,56,East,PayPal,3,,8.67,9,61.68,0
CUST004115,63.0,Male,31,West,Debit Card,2,8.0,14.47,99,53.12,0
CUST004116,,Male,37,North,Credit Card,4,8.0,9.22,36,52.79,0
CUST004117,21.0,Male,59,North,PayPal,4,6.0,6.32,57,49.99,0
CUST004118,47.0,Female,2,South,Debit Card,4,2.0,12.58,63,25.92,1
CUST004119,48.0,Female,33,South,Credit Card,2,7.0,13.47,338,52.61,1
CUST004120,55.0,Male,39,South,Credit Card,3,4.0,11.79,276,44.92,0
CUST004121,28.0,Female,43,North,Debit Card,2,3.0,11.87,213,44.49,1
CUST004122,52.0,Female,43,West,PayPal,0,4.0,13.84,303,50.5,1
CUST004123,25.0,Male,32,South,PayPal,2,4.0,12.9,20,42.85,0
CUST004124,20.0,Male,18,West,Credit Card,2,3.0,6.99,247,34.83,1
CUST004125,31.0,Female,17,South,Debit Card,4,9.0,7.96,6,47.02,0
CUST004126,30.0,Female,34,West,PayPal,3,3.0,7.13,73,37.3,1
CUST004127,62.0,Female,39,West,Debit Card,0,2.0,15.4,107,44.49,1
CUST004128,49.0,Male,7,North,Debit Card,1,1.0,12.93,93,30.93,1
CUST004129,51.0,Male,42,West,Credit Card,2,1.0,11.45,285,38.82,1
CUST004130,62.0,Male,54,East,Debit Card,3,5.0,16.98,356,51.43,1
CUST004131,36.0,Female,53,North,Debit Card,3,5.0,9.89,219,50.64,0
CUST004132,55.0,Female,35,South,Debit Card,2,9.0,13.52,49,58.17,0
CUST004133,33.0,Male,30,North,PayPal,1,4.0,6.12,364,40.48,1
CUST004134,19.0,Female,12,East,Credit Card,1,5.0,16.17,295,43.1,0
CUST004135,57.0,Male,35,East,Credit Card,2,6.0,15.43,288,50.93,0
CUST004136,34.0,Female,11,West,Debit Card,3,10.0,17.04,177,51.24,0
CUST004137,51.0,Male,44,East,Debit Card,1,7.0,18.27,299,58.23,0
CUST004138,59.0,Female,57,East,PayPal,1,9.0,16.37,108,66.22,0
CUST004139,33.0,Female,4,East,Credit Card,0,6.0,17.67,284,44.88,0
CUST004140,55.0,Male,25,East,PayPal,2,1.0,10.18,301,32.16,1
CUST004141,19.0,Male,48,South,Credit Card,5,,10.15,65,54.14,1
CUST004142,19.0,Male,32,South,PayPal,1,2.0,19.16,306,42.17,1
CUST004143,43.0,Male,20,North,Debit Card,2,9.0,18.72,54,56.37,0
CUST004144,30.0,Male,50,West,PayPal,1,7.0,13.23,307,58.53,1
CUST004145,64.0,Female,31,South,Debit Card,1,7.0,10.5,299,52.21,0
CUST004146,48.0,Male,4,East,Credit Card,1,10.0,17.99,320,55.73,1
CUST004147,51.0,Male,54,West,Credit Card,2,,9.85,30,65.47,0
CUST004148,56.0,Male,38,South,Debit Card,2,5.0,7.3,246,43.96,0
CUST004149,,Male,53,North,Credit Card,1,8.0,14.59,210,62.34,0
CUST004150,25.0,Male,47,East,PayPal,0,10.0,5.64,221,61.2,0
CUST004151,40.0,Female,1,West,Debit Card,0,1.0,10.69,170,31.43,1
CUST004152,31.0,Male,3,South,Credit Card,4,3.0,17.11,343,32.77,1
CUST004153,44.0,Male,37,West,PayPal,3,9.0,9.43,214,56.13,0
CUST004154,46.0,Male,22,South,PayPal,3,1.0,18.97,322,35.42,1
CUST004155,56.0,Female,17,North,Credit Card,2,8.0,19.34,69,49.73,0
CUST004156,56.0,Female,14,East,Credit Card,1,6.0,17.24,234,45.84,0
CUST004157,18.0,Male,41,North,PayPal,3,10.0,19.81,15,62.92,0
CUST004158,34.0,Male,35,East,Debit Card,2,5.0,12.96,134,46.69,0
CUST004159,58.0,Female,58,East,Credit Card,2,6.0,13.54,206,57.13,0
CUST004160,47.0,Female,13,West,Credit Card,3,5.0,17.54,24,42.07,0
CUST004161,30.0,Female,35,South,Debit Card,2,9.0,12.39,85,54.17,0
CUST004162,,Male,43,North,Debit Card,0,2.0,11.1,142,43.21,1
CUST004163,,Male,2,North,Credit Card,3,10.0,14.22,140,48.62,0
CUST004164,36.0,Female,56,North,Debit Card,3,6.0,14.86,324,57.01,1
CUST004165,42.0,Male,47,West,PayPal,2,4.0,16.26,122,50.42,0
CUST004166,39.0,Female,13,West,PayPal,4,3.0,15.02,300,33.93,1
CUST004167,48.0,Female,51,West,PayPal,0,5.0,16.19,341,56.12,1
CUST004168,34.0,Female,54,East,Credit Card,2,2.0,15.12,179,44.67,1
CUST004169,40.0,Male,16,North,Debit Card,2,3.0,12.21,208,36.67,1
CUST004170,49.0,Female,18,East,PayPal,2,7.0,7.02,166,43.61,0
CUST004171,27.0,Female,7,North,Debit Card,3,1.0,16.78,41,28.58,1
CUST004172,27.0,Male,45,North,PayPal,0,,5.46,122,42.54,1
CUST004173,53.0,Female,36,South,Debit Card,0,3.0,19.89,44,48.52,1
CUST004174,,Male,41,North,PayPal,0,10.0,17.43,75,65.35,0
CUST004175,69.0,Female,30,West,PayPal,2,7.0,15.06,348,51.03,1
CUST004176,37.0,Male,42,West,PayPal,1,4.0,19.5,272,51.52,0
CUST004177,49.0,Female,41,West,PayPal,1,8.0,14.19,166,58.48,0
CUST004178,,Female,7,South,PayPal,2,8.0,5.85,250,42.65,0
CUST004179,31.0,Female,15,South,PayPal,5,1.0,13.39,86,26.49,1
CUST004180,67.0,Female,40,East,PayPal,4,5.0,9.16,137,43.22,0
CUST004181,,Female,19,North,PayPal,3,1.0,10.54,333,29.12,1
CUST004182,63.0,Male,43,North,PayPal,1,7.0,11.89,39,54.95,0
CUST004183,69.0,Male,37,West,Debit Card,1,4.0,16.62,87,48.17,0
CUST004184,41.0,Female,2,West,Debit Card,1,8.0,12.54,155,45.51,0
CUST004185,32.0,Female,42,West,Credit Card,3,8.0,12.12,160,54.95,0
CUST004186,39.0,Female,48,West,PayPal,1,9.0,9.53,64,62.35,0
CUST004187,47.0,Male,55,West,Debit Card,0,6.0,13.1,223,58.9,0
CUST004188,21.0,Male,13,West,Debit Card,5,,8.73,362,40.95,1
CUST004189,30.0,Female,40,North,Debit Card,1,7.0,8.91,346,53.22,1
CUST004190,40.0,Male,41,South,Debit Card,2,5.0,16.36,146,50.65,0
CUST004191,25.0,Female,43,West,Debit Card,1,7.0,10.14,204,54.68,0
CUST004192,35.0,Female,43,North,Debit Card,0,9.0,5.77,67,58.51,0
CUST004193,29.0,Female,55,West,Credit Card,0,4.0,10.16,5,52.39,0
CUST004194,48.0,Male,58,East,Debit Card,0,2.0,14.58,59,48.71,1
CUST004195,31.0,Female,31,East,Credit Card,2,8.0,17.21,76,56.23,0
CUST004196,51.0,Female,16,North,Credit Card,2,7.0,19.43,260,49.78,0
CUST004197,35.0,Female,42,South,PayPal,2,6.0,16.19,248,51.49,0
CUST004198,51.0,Male,56,East,PayPal,2,,11.43,16,57.7,0
CUST004199,28.0,Male,44,East,PayPal,1,3.0,9.49,75,42.94,1
CUST004200,58.0,Male,57,South,Debit Card,3,6.0,6.94,356,51.44,1
CUST004201,29.0,Female,6,East,PayPal,2,10.0,14.42,176,51.45,0
CUST004202,66.0,Male,28,West,Debit Card,4,,12.65,322,45.92,1
CUST004203,32.0,Female,32,South,Debit Card,3,7.0,15.17,136,51.03,0
CUST004204,48.0,Male,44,East,PayPal,1,5.0,8.56,277,48.85,0
CUST004205,66.0,Female,10,South,PayPal,1,3.0,9.85,282,34.98,1
CUST004206,46.0,Male,50,West,Credit Card,2,2.0,9.38,168,41.84,1
CUST004207,43.0,Female,18,East,Credit Card,3,7.0,16.96,30,48.05,0
CUST004208,35.0,Male,4,North,Debit Card,3,4.0,7.57,322,31.29,1
CUST004209,49.0,Male,9,East,Debit Card,2,2.0,14.13,336,31.95,1
CUST004210,39.0,Male,7,East,PayPal,0,8.0,5.77,269,43.31,0
CUST004211,55.0,Female,50,West,PayPal,1,,13.24,1,45.31,1
CUST004212,34.0,Male,8,North,Credit Card,3,6.0,5.96,171,37.52,0
CUST004213,40.0,Male,43,North,PayPal,4,4.0,7.64,129,40.99,0
CUST004214,41.0,Male,7,North,Debit Card,2,9.0,6.7,168,45.33,0
CUST004215,,Male,41,West,PayPal,4,5.0,10.2,61,45.03,0
CUST004216,25.0,Female,40,West,Credit Card,3,,10.16,117,44.58,0
CUST004217,58.0,Male,3,West,Debit Card,1,8.0,17.4,322,48.43,1
CUST004218,23.0,Female,17,West,Credit Card,2,3.0,8.39,123,34.68,1
CUST004219,22.0,Female,2,West,Credit Card,3,9.0,6.3,260,42.64,0
CUST004220,61.0,Female,15,North,Debit Card,2,8.0,14.05,226,48.63,0
CUST004221,46.0,Female,46,South,Credit Card,2,8.0,15.31,292,57.92,0
CUST004222,45.0,Male,29,West,PayPal,2,10.0,9.42,352,55.72,1
CUST004223,,Female,50,South,PayPal,1,5.0,14.04,186,53.71,0
CUST004224,18.0,Female,48,East,Credit Card,3,1.0,16.64,85,41.74,1
CUST004225,60.0,Female,52,East,PayPal,4,10.0,10.21,218,62.38,0
CUST004226,36.0,Female,22,West,Credit Card,1,9.0,12.88,143,55.29,0
CUST004227,26.0,Male,4,East,PayPal,1,2.0,7.2,90,29.84,1
CUST004228,44.0,Male,57,South,Credit Card,1,1.0,5.35,341,39.04,1
CUST004229,51.0,Female,52,East,PayPal,2,6.0,19.72,268,59.64,0
CUST004230,61.0,Female,6,East,Debit Card,3,1.0,9.5,76,25.72,1
CUST004231,21.0,Female,38,South,Debit Card,2,10.0,9.18,69,59.0,0
CUST004232,53.0,Male,26,East,PayPal,4,10.0,19.6,298,58.7,0
CUST004233,35.0,Male,11,West,Credit Card,2,10.0,15.92,160,53.88,0
CUST004234,32.0,Male,26,South,PayPal,1,7.0,13.78,8,49.92,0
CUST004235,68.0,Male,17,South,Credit Card,4,7.0,15.49,219,46.99,0
CUST004236,30.0,Male,24,North,PayPal,1,1.0,15.65,310,35.56,1
CUST004237,36.0,Female,28,North,PayPal,2,,16.45,88,58.24,0
CUST004238,66.0,Male,35,South,Debit Card,5,5.0,6.01,141,39.77,1
CUST004239,23.0,Male,31,South,Credit Card,0,3.0,11.19,29,42.01,1
CUST004240,65.0,Female,13,North,Credit Card,2,2.0,9.43,13,31.22,1
CUST004241,29.0,Male,54,West,Credit Card,2,5.0,6.06,314,49.23,1
CUST004242,68.0,Male,35,East,Credit Card,1,,11.19,63,48.74,0
CUST004243,54.0,Male,16,East,Credit Card,4,2.0,14.24,343,32.58,1
CUST004244,,Female,15,East,Debit Card,7,6.0,7.68,175,34.08,1
CUST004245,40.0,Male,43,South,PayPal,5,,9.58,216,48.47,1
CUST004246,43.0,Female,18,West,Credit Card,2,1.0,14.59,235,32.41,1
CUST004247,46.0,Female,47,North,Credit Card,4,3.0,13.69,87,43.26,1
CUST004248,50.0,Male,37,West,PayPal,3,4.0,18.03,74,46.0,0
CUST004249,44.0,Male,48,West,Debit Card,2,2.0,16.87,294,44.33,1
CUST004250,42.0,Male,48,East,Debit Card,2,10.0,19.48,69,67.03,0
CUST004251,27.0,Male,49,North,Debit Card,1,5.0,13.96,69,52.52,0
CUST004252,64.0,Female,41,West,PayPal,2,4.0,15.48,223,46.69,0
CUST004253,40.0,Male,27,North,PayPal,5,2.0,17.91,285,36.54,1
CUST004254,,Female,55,South,Debit Card,0,1.0,17.6,122,48.65,1
CUST004255,38.0,Female,35,East,Debit Card,0,8.0,15.78,263,58.14,0
CUST004256,60.0,Female,52,North,PayPal,3,2.0,12.5,221,45.03,1
CUST004257,,Female,45,South,Debit Card,2,4.0,9.1,311,47.87,1
CUST004258,54.0,Female,54,South,Credit Card,2,10.0,18.16,164,68.38,0
CUST004259,50.0,Male,35,South,PayPal,4,5.0,16.65,263,46.06,0
CUST004260,,Female,28,West,Debit Card,2,2.0,17.57,92,40.05,1
CUST004261,,Female,39,West,Credit Card,1,10.0,7.11,266,57.83,0
CUST004262,28.0,Male,38,East,PayPal,4,9.0,9.72,336,53.09,1
CUST004263,34.0,Male,9,East,PayPal,0,2.0,11.37,74,31.7,1
CUST004264,21.0,Female,12,South,Credit Card,3,6.0,17.58,314,43.16,1
CUST004265,64.0,Female,15,East,PayPal,1,7.0,18.39,90,48.76,0
CUST004266,42.0,Male,21,West,Debit Card,3,6.0,9.27,354,42.96,1
CUST004267,47.0,Female,52,East,PayPal,2,4.0,15.3,296,50.1,0
CUST004268,26.0,Male,35,North,Debit Card,2,1.0,6.17,129,33.96,1
CUST004269,38.0,Male,42,West,Credit Card,2,2.0,11.14,49,41.52,1
CUST004270,37.0,Female,33,South,Credit Card,2,10.0,12.3,86,59.82,0
CUST004271,36.0,Male,51,South,PayPal,0,10.0,16.48,144,68.19,0
CUST004272,36.0,Female,19,East,Credit Card,2,6.0,18.38,135,47.8,0
CUST004273,29.0,Female,55,West,Credit Card,2,8.0,10.06,115,59.47,0
CUST004274,54.0,Female,23,South,PayPal,2,3.0,12.92,277,39.73,1
CUST004275,,Male,13,South,Debit Card,0,7.0,14.71,66,49.54,0
CUST004276,34.0,Female,44,West,PayPal,2,9.0,9.93,187,59.57,0
CUST004277,54.0,Male,1,West,PayPal,3,4.0,19.78,345,34.93,1
CUST004278,65.0,Female,51,South,Debit Card,2,,18.14,201,58.81,0
CUST004279,56.0,Female,29,East,Debit Card,1,7.0,9.45,138,50.76,0
CUST004280,45.0,Male,24,East,Debit Card,0,10.0,12.62,52,59.09,0
CUST004281,,Female,16,East,PayPal,0,9.0,8.46,213,51.4,0
CUST004282,52.0,Female,25,North,Debit Card,1,3.0,12.72,158,39.69,1
CUST004283,64.0,Male,55,West,Credit Card,2,,15.25,290,45.01,1
CUST004284,65.0,Male,23,South,Debit Card,1,8.0,6.28,350,46.86,1
CUST004285,,Male,28,North,Credit Card,0,4.0,18.05,206,48.22,0
CUST004286,31.0,Female,47,East,Debit Card,1,2.0,13.91,342,44.95,1
CUST004287,52.0,Male,16,North,Credit Card,3,5.0,19.84,321,43.13,1
CUST004288,61.0,Male,43,South,Credit Card,0,,5.38,316,46.09,1
CUST004289,,Female,56,South,Credit Card,1,1.0,17.47,136,46.45,1
CUST004290,24.0,Male,38,West,Credit Card,1,7.0,16.88,75,56.17,0
CUST004291,58.0,Female,11,East,Credit Card,2,4.0,6.99,69,34.35,0
CUST004292,30.0,Female,3,East,Debit Card,2,8.0,10.03,301,44.26,1
CUST004293,35.0,Male,15,North,PayPal,1,9.0,18.27,49,55.09,0
CUST004294,54.0,Female,1,East,PayPal,1,8.0,12.78,202,43.58,0
CUST004295,30.0,Male,7,North,PayPal,2,1.0,11.02,62,26.32,1
CUST004296,53.0,Male,1,South,PayPal,2,8.0,18.58,167,46.11,0
CUST004297,,Male,49,South,PayPal,0,5.0,6.4,205,50.86,0
CUST004298,19.0,Male,32,South,Credit Card,3,1.0,12.1,149,35.11,1
CUST004299,33.0,Female,9,South,Debit Card,3,9.0,14.79,121,50.67,0
CUST004300,26.0,Female,29,South,Credit Card,3,,14.13,309,53.65,1
CUST004301,26.0,Male,26,North,Debit Card,1,7.0,8.96,97,49.89,0
CUST004302,55.0,Male,23,South,Debit Card,1,7.0,13.45,53,47.99,0
CUST004303,28.0,Female,45,North,Debit Card,1,1.0,15.63,9,42.63,1
CUST004304,39.0,Male,43,South,Debit Card,3,9.0,13.77,331,58.93,1
CUST004305,50.0,Female,29,North,PayPal,0,,15.27,251,39.08,1
CUST004306,53.0,Male,52,North,Debit Card,1,,8.84,360,56.01,1
CUST004307,62.0,Female,38,North,Debit Card,2,9.0,17.49,349,60.36,1
CUST004308,40.0,Female,33,East,PayPal,4,,11.75,124,52.24,0
CUST004309,62.0,Female,7,North,Credit Card,4,5.0,19.81,122,40.57,0
CUST004310,62.0,Male,12,North,Credit Card,0,6.0,5.35,199,41.52,0
CUST004311,51.0,Male,31,South,Credit Card,9,2.0,10.7,317,29.21,1
CUST004312,26.0,Male,32,North,Credit Card,0,2.0,7.71,95,38.18,1
CUST004313,41.0,Male,54,North,Debit Card,0,10.0,13.33,30,67.54,0
CUST004314,25.0,Male,20,West,PayPal,0,9.0,8.65,92,53.35,0
CUST004315,24.0,Female,55,East,PayPal,0,1.0,16.06,84,48.62,1
CUST004316,,Female,51,West,Credit Card,0,10.0,18.23,15,68.02,0
CUST004317,,Female,17,South,PayPal,4,5.0,8.16,143,35.44,0
CUST004318,20.0,Female,36,East,Debit Card,1,7.0,7.41,309,51.07,1
CUST004319,45.0,Female,3,East,Credit Card,2,10.0,18.13,209,52.23,0
CUST004320,23.0,Female,1,West,Debit Card,2,6.0,10.42,23,38.23,0
CUST004321,61.0,Female,50,East,Debit Card,1,6.0,11.52,326,54.54,1
CUST004322,61.0,Male,27,West,Debit Card,3,,8.31,144,44.28,0
CUST004323,38.0,Female,53,North,Debit Card,1,8.0,11.38,87,60.1,0
CUST004324,45.0,Male,47,West,Debit Card,0,7.0,8.47,193,54.63,0
CUST004325,57.0,Female,40,East,Credit Card,3,5.0,14.99,173,47.61,0
CUST004326,18.0,Female,33,East,Debit Card,4,10.0,12.48,263,56.18,0
CUST004327,53.0,Male,20,South,Credit Card,1,2.0,16.82,295,36.96,1
CUST004328,,Female,14,South,PayPal,2,10.0,9.69,360,51.61,1
CUST004329,60.0,Male,36,South,Debit Card,2,6.0,12.58,50,49.75,0
CUST004330,52.0,Female,5,South,Debit Card,2,10.0,8.89,48,48.19,0
